"KEGG"	"ED10"	"EN17"	"EN20"	"EOI15"	"EOI20"	"EOK10"	"EU8"	"LOK10"
"K20219"	0.19	0.356	0	0	0.226	0	0.052	0
"K20241"	0.079	0.305	0	0	0.094	0.103	0.23	0.132
"K20246"	5.604	5.642	1.172	5.98	2.821	2.471	2.828	2.417
"K20247"	0.981	0.759	0.417	0.155	0.846	0.461	1.037	0.617
"K20248"	0.53	0.226	0	0	0.025	0	0.109	0
"K20249"	1.975	0.759	0.108	0	0.701	0.451	2.016	0.058
"K20252"	0.185	0	0	0	0.033	0	0.205	0
"K20262"	0.075	0.205	0	0	0	0	0	0.054
"K20263"	0.575	0.701	0.19	0.578	1.095	0.183	0.853	0.133
"K20264"	1.26	0.932	0.133	0	1.924	0.501	0.643	0.858
"K20265"	14.856	8.266	1.49	5.618	7.191	5.293	6.242	6.08
"K20266"	47.491	5.298	1.529	0	0.913	3.761	8.006	2.985
"K20267"	0.365	0.05	0	0	0	0	0.23	0
"K20272"	0.234	0	0	0.333	0	0	0.038	0
"K20273"	8.24	0.909	0.295	0	0.428	0.75	0.76	0.241
"K20274"	9.969	4.934	2.667	5.237	5.454	3.63	9.734	7.664
"K20276"	405.502	385.058	86.847	427.743	310.928	169.888	358.098	637.951
"K20277"	0.084	0.116	0	0	0.019	0.055	0.042	0.208
"K20279"	0.124	0.353	0.248	0.121	0.06	0.23	0.383	0.38
"K20285"	1.338	0.75	0.186	1.66	1.995	0.541	1.08	3.283
"K20289"	0.085	0	0	0	0	0	0	0
"K20296"	0.54	0	0	0	0	0.125	0	0
"K20298"	0.156	0.491	0.038	0	0.192	0.424	0.382	0.751
"K20319"	0.115	0.389	0	0	0.086	0.138	1.008	0.032
"K20325"	5.168	1.132	0.237	0.943	0.113	0.569	0.764	0.185
"K20327"	29.157	6.957	1.12	0.63	2.544	1.893	7.514	1.59
"K20328"	0.421	0.21	0	0	0	0	0.164	0
"K20329"	15.371	4.823	2.16	1.893	0.673	3.255	5.442	1.412
"K20331"	1.135	0.654	0.304	1.209	1.695	0.883	1.063	3.214
"K20332"	0.048	0.139	0	0	0.893	0.082	0.137	0.85
"K20333"	3.438	4.606	1.923	30.256	10.864	5.309	8.307	20.121
"K20342"	0.586	0	0	0	0	0	0.163	0.076
"K20344"	0.892	7.622	2.987	3.287	8.707	4.07	6.779	2.84
"K20345"	0.712	2.738	0.814	3.404	2.455	1.499	2.433	0.276
"K20368"	0.171	0.205	0.078	0	0	0	0	0.345
"K20370"	34.851	42.361	12.393	88.635	70.23	30.243	46.538	19.672
"K20385"	0.344	0.296	0.047	0	0.097	0.15	0.12	0.082
"K20391"	0.389	0.547	0.079	0	0	0	0	0.102
"K20406"	0.078	0	0.047	0	0	0	0	0
"K20409"	2.153	6.513	2.317	1.374	1.485	1.31	1.698	1.978
"K20417"	0.176	0.047	0	0.62	0.146	0	0.152	0.033
"K20420"	3.955	1.64	0.471	1.381	1.38	0.695	2.1	3.29
"K20421"	2.149	2.945	0.388	4.591	1.982	1.221	2.172	3.125
"K20422"	0.051	0	0	0	0.061	0	0	0.07
"K20423"	0.588	0.28	0.153	0	0.047	0.139	0.126	0.235
"K20429"	11.135	25.472	5.51	14.782	16.831	12.847	27.711	9.257
"K20431"	9.254	2.197	0.971	2.041	1.995	1.117	1.648	3.153
"K20444"	184.13	155.432	43.008	242.271	145.314	81.058	151.215	135.386
"K20445"	0.391	0.797	0.054	0.627	1.015	0.203	0.327	1.16
"K20447"	67.696	30.554	10.028	78.076	30.385	21.231	30.037	49.011
"K20448"	19.051	13.146	2.781	28.335	13.171	6.969	9.88	19.583
"K20449"	53.774	12.912	1.471	8.338	6.413	7.824	12.69	15.308
"K20451"	2.087	1.862	0.475	1.887	1.952	1.326	1.441	2.129
"K20454"	24.893	13.663	4.25	11.765	11.483	9.183	13.074	32.605
"K20455"	9.374	11.206	2.684	21.911	18.66	8.657	26.874	8.859
"K20456"	0.35	0.115	0	0	0.177	0	0	0.199
"K20457"	0.189	0	0	0	0.126	0.045	0.043	0.117
"K20458"	6.733	1.819	0.2	0	0.237	0.604	1.006	3.954
"K20459"	0.753	1.315	0.457	8	1.048	0.945	1.9	0.079
"K20461"	0.656	0.578	0.254	4.752	0.273	0.864	1.206	0.075
"K20466"	1.565	1.719	0.278	2.453	0.863	0.461	1.01	1.138
"K20468"	8.742	1.581	0.252	6.524	1.075	0.622	1.173	2.029
"K20469"	55.297	8.982	3.889	12.163	4.264	2.747	7.072	5.497
"K20470"	2.256	0.989	0.455	1.82	0.325	0.483	1.448	0.225
"K20475"	0.668	0.074	0	0	0	0	0	0
"K20478"	0.061	0.032	0	1.08	0.212	0.114	0.087	0.071
"K20480"	1.377	3.622	10.834	0.325	1.514	1.142	1.48	0.092
"K20483"	3.452	7.259	0.867	4.48	2.905	3.235	4.359	2.505
"K20484"	1.067	1.063	0.374	1.702	1.253	0.941	0.822	0.941
"K20486"	0.795	0.881	0.318	3.284	0.695	0.754	0.723	0.567
"K20487"	0.085	0.732	1.977	0.852	0.596	0.232	0.843	0.398
"K20488"	0.36	1.804	1.473	0.645	1.101	0.579	2.116	0.311
"K20495"	0.551	0.522	0	0	0.045	0.316	0.045	0.268
"K20497"	36.985	5.677	2.18	2.974	8.584	8.803	14.713	40.47
"K20498"	0.333	0.253	0	0.469	0.391	0.121	0.35	0.272
"K20500"	0.091	0.144	0	0.136	0.274	0.181	0.207	0.759
"K20523"	17.352	18.183	4.015	23.057	10.214	8.281	9.174	29.862
"K20525"	6.936	18.112	4.571	19.641	27.675	6.923	24.868	9.843
"K20527"	58.284	8.633	1.898	2.561	2.859	3.746	11.308	13.358
"K20528"	50.95	6.983	0.895	0.558	0.742	3.149	6.873	5.863
"K20529"	44.936	5.482	0.911	1.393	0.797	3.673	7.436	5.24
"K20530"	113.873	24.724	5.065	12.706	9.759	13.025	24.963	32.168
"K20531"	57.823	8.526	1.894	1.288	2.162	4.014	9.314	9.336
"K20532"	56.194	9.194	1.593	2.164	2.354	4.075	11.014	11.721
"K20533"	60.227	10.759	1.837	2.492	3.339	5.924	10.984	11.031
"K20534"	83.826	78.98	25.63	96.639	71.886	54.005	77.69	78.235
"K20539"	10.798	2.156	0.079	1.034	0.646	1.231	1.052	0.324
"K20540"	0.626	0	0	0	0	0	0	0
"K20541"	6.28	3.774	2.136	1.991	1.234	2.362	6.212	0.482
"K20542"	5.181	1.934	0.54	0.38	1.009	1.484	3.088	0.437
"K20543"	13.077	9.815	1.691	9.288	9.114	5.72	12.947	14.782
"K20607"	4.446	1.304	0.123	1.277	1.556	0.089	1.03	3.079
"K20608"	6.391	16.183	4.713	37.141	14.354	10.457	17.665	9.553
"K20609"	18.573	2.708	0.362	1.262	2.179	1.248	2.282	4.989
"K20611"	1.991	0.654	0.261	0	0.86	0.171	1.045	0.229
"K20616"	3.875	0.691	0.188	1.391	0.059	0	0.195	0.103
"K20623"	0.11	0.048	0	0	0.05	0.068	0	0
"K20626"	0.12	1.276	0.332	1.574	1.202	1.113	0.565	0.858
"K20628"	0.198	1.695	0.746	1.618	1.081	0.323	1.688	0.206
"K20656"	2.142	0.528	0.298	0	0.315	0.644	0.448	3.532
"K20660"	0.457	0.18	0.181	0	0.311	0.464	0.302	0.58
"K20661"	0.294	0.384	0.078	0	0	0	0.192	0.142
"K20663"	0.047	0	0	0	0	0	0	0.072
"K20665"	0.174	0.078	0	0	0.067	0	0.29	0
"K20667"	0.798	0	0.099	0	0.279	0	0.534	0.62
"K20675"	0.199	0.055	0	0.352	0	0	0	0.195
"K20692"	0.59	0.062	0.049	0	0.231	0.052	0	0.532
"K20697"	0.452	0.493	0.115	1.006	0.576	0.215	0.15	0.414
"K20715"	6.342	1.285	0.186	0.234	0.594	0.46	0.983	1.793
"K20742"	14.636	16.875	3.401	11.907	5.027	6.41	14.171	2.368
"K20752"	0.201	0	0	0	0	0	0.044	0
"K20754"	3.81	1.758	0.357	1.756	1.25	1.121	1.169	3.551
"K20755"	1.137	1.721	0.055	1.791	1.33	0.568	1.989	1.388
"K20757"	47.266	24.639	12.292	49.207	27.698	17.803	26.281	27.868
"K20765"	4.61	5.131	1.583	4.164	3.85	3.575	3.568	14.239
"K20777"	8.003	7.254	2.296	3.103	2.049	3.704	4.987	0.758
"K20781"	0.645	0.158	0	0.295	0.234	0.198	0.091	1.268
"K20784"	0.133	0	0.053	0	0.089	0	0.037	0.036
"K20787"	0.154	0.065	0	0	0.259	0.069	0	0.23
"K20788"	0.388	0.45	0.091	0.138	0.277	0.107	0.379	0.747
"K20789"	4.214	0.783	0	0.736	0.163	0.151	0.215	0.105
"K20793"	0.336	6.56	0.408	5.567	0.926	0.657	1.4	0.739
"K20794"	1.023	0.58	0	0.899	0.702	0.373	0.974	0.642
"K20798"	2.292	2.222	0.135	0.275	0.596	0.22	0.648	2.083
"K20801"	0.263	0.356	0.279	0	0.402	0.169	0.289	0.047
"K20802"	7.335	0.408	0.447	0.536	0.182	0.59	0.421	0.655
"K20807"	49.607	14.234	2.664	1.589	9.079	12.224	15.944	47.302
"K20810"	17.703	54.564	15.735	40.828	14.984	21.516	23.734	14.686
"K20813"	0.311	0.055	0	0	0.026	0.043	0.127	0.184
"K20814"	63.84	13.871	2.256	17.847	10.239	10.194	15.491	43.603
"K20816"	1.603	0.612	0.424	1.022	0.379	0.494	0.952	1.684
"K20830"	0.291	0.802	1.658	5.413	7.382	0.871	3.02	1.12
"K20832"	0.086	0.233	0.408	0.372	0.148	0.17	0.171	0.048
"K20838"	1.79	1.05	1.939	1.482	0.631	0.193	0.637	1.53
"K20844"	0.825	3.666	0.719	0	2.063	3.404	2.908	0.19
"K20861"	3.796	1.461	0.092	0.784	0.982	0.602	0.747	0.584
"K20862"	29.271	18.601	2.88	32.72	23.104	9.822	24.487	27.046
"K20866"	11.83	24.188	8.919	22.952	19.051	16.595	26.457	15.19
"K20872"	0.248	0	0.228	0	0	0.053	0	0
"K20881"	11.486	53.261	5.93	49.562	47.814	13.213	33.192	31.917
"K20882"	0.623	0.376	0.072	0.126	0.883	0.909	1.161	1.591
"K20883"	0.075	1.408	0.438	0.375	1.81	0.748	1.103	0.236
"K20884"	6.828	1.839	0.926	2.186	1.258	0.242	1.066	1.513
"K20885"	35.5	56.359	12.113	51.184	37.959	22.787	35.69	42.931
"K20893"	0.076	0	0	0.083	0	0	0.12	0.708
"K20895"	0.881	0.568	0.048	2.763	1.178	0.202	0.97	1.511
"K20896"	0.166	0.047	0	0.197	0.16	0	0.191	1.139
"K20900"	1.462	0.285	0	1.179	0.041	0.314	0.192	0.412
"K20901"	0.133	0	0	0	0	0	0	0
"K20903"	1.196	1.801	1.217	5.84	1.684	1.405	1.604	1.5
"K20904"	0.537	1.135	0.603	2.067	0.784	0.375	0.576	0.197
"K20906"	1.453	0.418	0.115	0	0.096	0.875	0.695	0.784
"K20907"	0.319	0.12	0.066	0	0.126	0.179	0.067	0.295
"K20918"	0.168	1.413	0.185	1.238	0.585	1.5	1.052	0.617
"K20920"	0.403	5.95	3.15	3.873	3.839	2.906	4.268	1.935
"K20922"	3.125	2.651	0.319	4.847	1.398	0.411	1.274	2.029
"K20927"	42.569	12.482	2.994	15.538	15.851	10.971	17.041	42.508
"K20929"	2.301	1.488	0	0.843	0.435	0.328	0.488	1.968
"K20937"	1.089	0.116	0.239	0	0.186	0.779	0.528	0.244
"K20938"	10.701	7.188	1.173	1.36	2.035	2.58	5.601	4.696
"K20940"	46.828	15.843	4.521	1.498	7.747	14.089	25.711	6.703
"K20941"	5.614	3.478	0.929	0.959	2.251	1.485	3.301	2.238
"K20942"	2.448	1.76	0.043	0	0.766	0.634	1.395	1.318
"K20943"	3.551	0	0	0	0.02	0.039	0.297	0
"K20948"	0.337	5.248	1.039	6.628	4.399	1.792	2.954	3.384
"K20952"	1.023	1.038	0.339	4.223	2.354	1.393	2.349	4.75
"K20955"	0.074	0.228	0	0.106	0.049	0	0.28	0.138
"K20956"	0.104	0.74	0.403	0	0.159	0.056	0.433	0.082
"K20957"	0.147	0	0.072	0	0	0	0.037	0
"K20960"	0.132	0.366	0	0.419	0.386	0.194	0.703	0.235
"K20962"	2.274	6.553	2.576	2.94	5.951	2.512	4.76	1.614
"K20963"	7.311	5.287	1.59	3.542	1.128	1.32	3.396	2.455
"K20964"	0.362	53.263	1.994	27.591	3.652	5.584	15.549	3.988
"K20965"	0.957	2.57	0.215	0	0.889	0.565	0.679	0.862
"K20966"	1.033	2.424	2.5	0.86	1.572	1.045	1.878	2.095
"K20967"	0.68	2.117	0.103	0.121	0.899	0.545	2.186	0.507
"K20968"	0.102	0.74	0.115	0	0.74	0.125	0.497	0.119
"K20971"	19.473	65.222	37.023	73.507	65.068	52.02	103.932	13.638
"K20972"	0.875	3.704	0.911	1.216	3.236	2.648	8.462	3.131
"K20973"	3.154	5.54	1.034	6.888	4.292	3.406	7.192	4.799
"K20974"	28.346	29.53	5.229	13.94	20.934	6.907	23.373	15.085
"K20975"	102.12	38.008	6.844	28.01	24.98	15.725	42.001	22.192
"K20976"	16.907	20.534	2.474	10.371	8.579	4.262	9.11	14.895
"K20977"	3.534	20.428	1.128	6.905	23.05	3.55	22.976	16.643
"K20978"	4.517	11.496	0.824	3.722	11.748	3.112	13.004	7.343
"K20987"	0.122	0.074	0	0	0.052	0	0.607	0.094
"K20988"	2.59	2.231	0.232	8.609	4.113	2.7	5.137	4.016
"K20989"	4	4.432	1.639	1.037	1.929	1.127	3.416	9.996
"K20993"	0.642	0.076	0.107	0.365	0.045	0.337	0.804	0.055
"K20995"	0.092	0.082	0	0	0.021	0	0	0.011
"K20997"	23.023	4.169	1.258	3.175	3.069	3.75	6.26	6.715
"K20998"	0.23	2.02	1.692	2.244	1.476	0.525	2.137	4.151
"K20999"	2.04	0.054	0	0.724	0.137	0.092	1.548	0.28
"K21000"	0.772	2.086	0.656	25.839	3.808	2.592	3.809	2.065
"K21001"	6.524	5.032	0.844	17.64	4.438	3.57	6.62	5.374
"K21002"	0.127	0.254	0.051	0.552	0.044	0.051	0.912	0.105
"K21003"	9.259	0.565	0.039	0.996	0.866	0.497	2.291	0.596
"K21005"	1.697	1.476	0.081	0.215	0.353	0.864	0.395	0.092
"K21006"	10.008	9.623	0.83	1.318	2.683	2.807	8.929	3.462
"K21007"	5.303	3.102	0.566	0.252	0	2.066	3.756	0.853
"K21008"	3.31	3.789	0.233	0.443	0.713	2.305	2.739	1.244
"K21009"	4.178	3.973	0.323	0	0.398	1.231	3.475	0.451
"K21010"	2.523	3.067	0.451	0	0.025	1.731	3.104	0.111
"K21011"	12.452	24.675	3.917	12.539	7.902	6.994	15.002	11.139
"K21012"	5.535	9.386	1.863	2.463	2.64	3.93	7.373	3.927
"K21014"	2.124	1.59	0.273	0.921	1.103	0.75	1.75	1.74
"K21016"	0.079	0.78	0.143	0	0.416	0.241	0.357	0.464
"K21019"	24.136	12.971	4.043	14.914	8.124	6.87	15.693	6.087
"K21020"	3.103	6.217	1.253	3.055	2.744	2.184	3.213	2.803
"K21021"	28.768	18.59	2.163	9.829	9.19	4.829	14.284	9.597
"K21022"	4.717	3.892	1.119	3.443	1.412	0.487	2.794	1.331
"K21023"	300.659	177.74	24.917	106.355	121.792	79.83	149.811	136.99
"K21024"	15.829	18.614	1.81	9.393	12.383	6.772	18.999	7.935
"K21025"	12.976	42.955	5.883	50.069	75.999	17.349	49.307	54.989
"K21028"	8.59	10.828	6.438	18.65	11.126	6.266	6.689	3.811
"K21029"	121.875	96.031	21.015	101.976	70.636	46.167	77.851	87.019
"K21033"	2.026	1.581	0.192	0	0.132	0.246	0.693	0.514
"K21034"	15.24	3.931	0.974	0.912	2.761	2.244	5.901	2.738
"K21035"	0.03	0.077	0	0.266	0.092	0	0.05	0.047
"K21036"	1.801	0.267	0.061	0	0.164	0.07	0.041	0.182
"K21038"	0.047	2.21	0.175	14.214	2.021	1.105	1.891	5.444
"K21039"	0.53	0.546	0.034	0	0.411	0.126	0.679	0.372
"K21052"	0.043	0	0	0	0.022	0.155	0	0
"K21053"	59.998	32.691	8.669	13.543	12.633	15.196	34.332	26.423
"K21054"	9.796	1.451	0.151	0	0.24	0.599	0.578	0.593
"K21057"	0.504	0.679	0.263	4.341	0.95	0.404	0.689	1.294
"K21060"	0.764	0.995	0	0.466	0.131	0.128	0.793	0.398
"K21061"	7.101	2.435	0.496	2.195	1.878	1.507	2.058	3.285
"K21062"	40.419	18.271	3.559	6.382	15.762	16.382	28.048	23.62
"K21064"	49.576	20.444	21.657	29.372	11.965	11.318	19.349	15.645
"K21065"	2.945	7.932	2.931	6.515	7.664	5.073	9.493	2.34
"K21071"	295.405	272.62	87.973	392.614	292.299	178.221	260.466	321.963
"K21079"	0.46	2.636	1.923	1.593	1.947	1.549	1.272	0.648
"K21084"	44.353	52.925	12.383	30.1	37.938	16.371	29.947	24.734
"K21085"	0.977	1.537	0.209	2.016	0.806	0.401	1.576	0.718
"K21087"	12.969	2.111	0.593	0.196	0.429	0.763	2.16	0.231
"K21088"	2.634	10.571	2	3.39	4.835	3.846	4.133	4.365
"K21089"	0.202	0.312	0.167	0	0.58	1.014	1.636	0.997
"K21090"	5.247	2.554	1.51	2.731	2.375	1.083	2.427	2.69
"K21101"	10.586	6.148	1.13	10.314	9.873	3.552	5.785	21.117
"K21103"	0.451	0.231	0	0	0.101	0.139	0.057	0.141
"K21104"	2.137	2.831	1.251	1.62	2.329	2.36	4.431	1.771
"K21105"	76.416	26.358	6.229	11.616	21.679	20.924	31.686	10.519
"K21106"	6.953	0.937	0	0.27	0.269	0.527	0.653	0.881
"K21108"	2.428	0.79	0.049	0.732	0.369	0	0.276	2.13
"K21113"	3.446	0.402	0.131	0.58	0.911	0.992	1.236	2.349
"K21116"	0.172	0	0	0	0	0.07	0	0
"K21117"	0.072	0.071	0.091	0	0	0	0.055	0.29
"K21118"	0.318	0.068	0	0	0	0	0.032	0
"K21119"	17.793	3.616	2.371	1.058	4.849	4.98	6.78	40.853
"K21121"	0.048	0	0	0	0.05	0	0	0
"K21133"	2.08	0.756	0.053	2.698	1.003	0.931	0.846	0.825
"K21134"	56.177	33.253	11.389	51.125	45.699	31.565	34.667	83.853
"K21135"	0.345	1.955	0.23	0.996	1.163	0.204	0.861	1.851
"K21136"	18.428	8.229	1.891	9.796	4.888	4.532	7.153	9.009
"K21137"	13.854	9.871	2.718	20.041	12.718	6.626	8.993	41.293
"K21138"	1.1	1.33	0.104	1.892	2.028	0.492	0.509	7.188
"K21140"	28.921	11.311	2.053	18.588	8.39	4.739	9.818	15.734
"K21142"	12.454	6.513	1.068	9.047	3.66	4.507	5.177	11.214
"K21146"	0.371	0	0.089	0	0.038	0.032	0.2	0.332
"K21147"	172.172	120.679	30.839	137.379	84.877	63.941	99.131	110.664
"K21148"	47.638	5.972	1.571	3.988	2.942	2.853	7.003	3.738
"K21154"	0.087	0	0	0	0	0	0	0
"K21157"	12.27	0.089	0.143	0.404	0	0.088	0.228	0
"K21159"	48.566	20.9	6.261	6.186	10.994	19.545	24.71	14.116
"K21161"	0.632	0.532	0	0	0.475	0.567	0.347	2.303
"K21162"	10.717	6.711	2.219	6.243	11.627	6.371	6.848	44.838
"K21163"	3.78	4.508	0.767	0.525	3.034	3.658	3.853	4.483
"K21164"	19.884	8.464	0.866	6.792	5.879	4.638	7.183	13.856
"K21165"	0.445	0.124	0	0	0	0	0	0
"K21166"	0.545	0.881	0.118	0.433	0.4	0.55	0.576	1.42
"K21167"	19.463	3.205	1.713	9.999	3.83	1.216	4.805	11.897
"K21169"	1.69	0.488	0.279	0.107	0.736	0.487	0.441	7.416
"K21171"	0.096	0	0	0	0.055	0	0	0.179
"K21172"	12.623	1.887	1.099	4.058	3.152	3.254	3.146	7.962
"K21174"	1.083	0.198	0	1.356	0.556	0.535	0.202	0.485
"K21178"	0.446	0.119	0	0	0.068	0	0.101	0.36
"K21185"	11.566	1.81	1.088	5.595	1.803	1.562	2.746	3.346
"K21186"	0.13	0.112	0.065	0.362	0.048	0	0	0.04
"K21187"	0.096	0	0	0	0	0	0	0
"K21188"	1.296	0.235	0	0.611	0.185	0	0.249	0.23
"K21189"	0.273	0.186	0	0.59	0.043	0.221	0.061	0.169
"K21190"	0.115	0.102	0	0	0	0	0.133	0
"K21193"	6.988	0.268	0.154	0	0.022	0.099	0.185	0.244
"K21195"	6.334	1.178	0.638	3.01	4.296	2.899	4.865	13.265
"K21196"	21.351	3.744	0.721	0	1.759	2.988	4.409	12.657
"K21199"	4.37	1.105	0.335	0	0.864	0.666	0.994	2.319
"K21200"	10.202	2.481	0.844	0.319	5.551	3.783	4.197	15.179
"K21209"	3.549	1.572	0.275	0	0.059	0.494	0.453	0
"K21210"	1.591	4.517	0.576	7.309	3.181	2.098	2.239	3.413
"K21211"	0.462	0.117	0	0.382	0.097	0.161	0.218	0.375
"K21214"	0.542	0.613	0.047	0	0.198	0	0.029	0.38
"K21218"	1.343	3.382	0.373	1.409	3.448	0.807	6.419	2.825
"K21224"	1.564	1.794	0.497	3.567	1.597	0.846	0.954	2.08
"K21231"	0.161	0.291	0.277	0.422	1.211	0.099	0.192	0.232
"K21232"	0.216	0	0.158	0	0.089	0.414	0.162	1.336
"K21239"	0.105	0.218	0	0	0.037	0.139	0.332	0
"K21248"	0.378	0.967	0.046	5.578	0.508	0.359	0.518	0.069
"K21251"	2.411	0.813	0	1.904	0.191	0.069	0.612	0.829
"K21252"	1.489	0.711	0.243	0.136	0.829	0.501	0.844	1.403
"K21255"	4.275	1.743	0.995	10.391	3.585	1.838	2.208	3.632
"K21256"	6.709	1.682	0.076	0.247	0.751	2.016	1.144	2.626
"K21258"	0.941	0.127	0.121	0	0.191	0.377	0.259	0.151
"K21259"	0.149	0.159	0	0	0	0	0.056	0.143
"K21260"	0.887	0.32	0	0.21	0.176	0.036	0.297	0.132
"K21263"	1.992	0.695	0	0	0.238	0	0.144	0.063
"K21264"	0.106	0	0	0	0	0.045	0	0.133
"K21265"	0.223	0.095	0.047	0.952	0.044	0.088	0.164	0.599
"K21267"	0.332	1.096	0.045	0	0.03	0.176	0.237	0.039
"K21270"	0.089	0	0	0	0.255	0.074	0.309	0.096
"K21271"	4.38	1.019	0.125	0.676	1.194	0.386	1.178	1.813
"K21272"	4.676	1.843	0.245	0	0.225	0.417	0.665	0.796
"K21278"	0.054	0	0	0.589	0.041	0.092	0.313	0.09
"K21279"	0.041	0.872	0.478	0	1.077	0.436	2.057	0.737
"K21281"	0.792	0.507	0	0	0.245	0.114	0.066	0.355
"K21284"	0.945	0.7	0.318	0.157	0.017	0.334	0.358	0.212
"K21288"	4.156	0.488	0	0	0	0	0.287	0
"K21293"	6.517	1.511	0.401	0	1.312	2.202	2.352	5.035
"K21297"	0.882	0.173	0	0	0	0.062	0.044	0.353
"K21298"	25.53	3.916	1.393	0.436	1.025	4.484	3.812	3.02
"K21302"	1.671	2.016	0.662	0	0.629	1.502	2.682	0.444
"K21303"	36.719	39.551	8.954	51.259	24.905	18.985	34.952	27.855
"K21304"	7.443	11.897	2.094	12.554	5.135	3.576	6.285	7.659
"K21305"	0.402	3.575	1.108	3.088	1.741	1.098	0.909	1.364
"K21307"	223.752	98.662	14.217	134.474	115.994	47.37	100.026	84.992
"K21308"	93.822	36.702	5.161	60.64	42.781	19.336	38.085	27.633
"K21309"	85.947	37.432	4.304	52.971	40.811	17.311	39.272	25.94
"K21310"	51.631	39.198	6.839	57.386	42.341	20.179	32.845	39.036
"K21314"	0.281	0.59	0.236	2.474	1.373	0.562	1.067	0.078
"K21323"	16.49	6.864	1.82	0	5.204	7.15	5.986	22.571
"K21324"	0.148	0.127	0	0	0.339	0.163	0.185	1.594
"K21325"	0.228	0.741	0.154	0	0.364	0.066	0.438	1.035
"K21327"	0.944	0	0	0	0.115	0.099	0	0.231
"K21328"	0.218	0.375	0	0.315	0.308	0.458	0.101	0.571
"K21329"	0.115	0	0	0	0.119	0.276	0.139	0.101
"K21331"	0.145	0.199	0	0	0.035	0	0.085	0.19
"K21332"	0.106	0.189	0.034	0	0	0	0.064	0.185
"K21335"	0.894	0.212	0.084	0	0.282	0	0.055	0.491
"K21336"	0.841	0.709	0.228	1.399	1.101	0.641	0.601	2.871
"K21337"	0.707	0.414	0	1.918	0.27	0.037	0.136	0.676
"K21342"	0.096	0.292	0	0	0.049	0.03	0	0
"K21344"	32.212	10.661	2.254	2.089	1.23	10.683	14.938	2.208
"K21345"	27.814	8.485	1.646	4.119	1.484	5.006	10.334	2.097
"K21349"	27.39	15.749	1.873	20.062	12.328	10.172	10.23	14.374
"K21350"	0.727	1.65	0.745	4.224	2.31	1.118	1.367	0.692
"K21355"	0.284	0.144	0.19	0.817	0.022	0.384	0.537	0.498
"K21363"	0.513	2.593	1.321	0.441	0.447	0.231	1.086	0.293
"K21364"	0.131	0.113	0	0.811	0.222	0.213	0.178	0.246
"K21365"	0.07	0.634	0	1.946	0.327	0.03	0.39	0.066
"K21366"	0.919	0.794	0.139	6.161	2.373	0.596	0.95	0.74
"K21367"	0.14	0.846	0.582	0.665	1.293	0.711	1.265	0.125
"K21377"	2.577	4.558	2.563	4.986	3.349	3.137	2.837	6.156
"K21379"	2.678	6.348	1.565	3.488	4.062	2.15	3.918	1.406
"K21393"	175.986	107.687	31.333	100.671	77.353	59.659	100.665	77.572
"K21394"	100.625	47.165	19.751	64.721	29.293	19.319	40.19	25.845
"K21395"	343.924	185.652	50.263	180.749	112.252	96.007	164.847	117.49
"K21396"	0.064	0	0	0	0.057	0	0.181	0.016
"K21397"	48.336	88.59	35.237	132.196	96.005	62.851	86.185	66.26
"K21398"	0.545	1.08	0	1.861	1.063	0.5	0.877	0.939
"K21399"	0.766	3.316	2.839	9.271	4.046	1.84	3.714	12.125
"K21400"	2.467	6.853	6.895	16.426	12.29	5.587	7.499	32.402
"K21401"	151.063	34.073	7.721	72.06	33.879	22.036	39.307	54.062
"K21402"	0.909	0.496	0	0.247	0.824	0.133	0.509	1.109
"K21405"	180.306	53.131	15.509	31.868	20.875	29.726	61.292	19.387
"K21407"	2.015	2.505	0.571	2.935	3.858	1.256	3.062	6.234
"K21411"	0.233	0.09	0	0	0.399	0.085	0.097	0.092
"K21413"	0.261	0.117	0.15	0	0.289	0	0	0.106
"K21415"	0.074	0.59	0.113	1.434	0.672	0.122	0.669	0.48
"K21416"	72.676	31.73	6.546	89.312	37.714	23.895	33.759	54.988
"K21417"	79.803	40.206	7.826	64.397	33.658	26.606	38.692	64.345
"K21420"	119.915	82.591	12.277	63.318	36.109	32.081	61.954	33.769
"K21424"	0.574	0.214	0	0	0.115	0.328	0.453	0.566
"K21429"	3.449	9.947	1.856	11.66	10.364	3.487	9.003	14.736
"K21430"	310.596	142.064	32.921	97.629	120.287	101.408	155.089	159.748
"K21437"	0.126	0.151	0	0	0.114	0.086	0.113	0
"K21439"	0.68	0.289	0.056	0.916	0.185	0.144	0.183	0.348
"K21440"	3.292	2.558	0.593	2.02	2.045	1.257	2.849	3.477
"K21442"	0.281	0.304	0	0	0	0.057	0.247	0.098
"K21449"	35.103	44.819	29.886	78.567	49.337	45.655	71.085	52.973
"K21453"	0.288	0.157	0	0	0	0.071	0.044	0.224
"K21460"	0.891	1.784	0.551	3.659	1.188	0.949	0.528	1.838
"K21464"	8.906	3.551	0.572	2.658	1.643	2.214	1.976	1.884
"K21467"	0.348	0.332	0	2.896	0.522	0.134	0.57	0.193
"K21468"	0.259	0.072	0.05	1.687	0.6	0.06	0.179	0.134
"K21469"	36.007	50.254	17.936	61.642	37.053	30.184	36.245	51.374
"K21470"	164.317	154.152	25.79	197.804	97.233	58.024	91.087	92.784
"K21471"	348.514	181.764	50.468	261.713	116.176	80.894	134.746	136.751
